Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/12/2044,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/12/2044,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/12/2044,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/12/2044,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/2/2026,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,437673.1946,Explosives
1/2/2026,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,20.39508,Acetylene gas
1/2/2026,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.248921834,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,1.151630894,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.012655285,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,90.49127065,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.160943078,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.874422364,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,0.423064504,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,33.25509663,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,934.6051547,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.23167396,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,147.2487138,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,5.238697204,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Milling,QLD,kL,Budget,Budget|Diesel|Milling,3.366305691,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,69.87244274,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,42.16740813,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.386263388,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
1/2/2026,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,74.60408521,Diesel - Stationary
1/2/2026,Combustion,Diesel,Utilities,Site Power Generation,QLD,kL,Budget,Budget|Diesel|Site Power Generation,2211.49782,Diesel - Power generation
1/2/2026,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.24978,LPG - Cylinders
1/2/2026,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,225.30156,LPG - Bulk liquid
1/2/2026,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,40.06254,Engine oil
1/2/2026,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1348.0,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,247440.63,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,18571.06,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,12973612.04,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,386715.4,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,31174.41,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,147995.71,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3914.23,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,56406.98,Grid electricity
1/2/2026,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,51115.57,Grid electricity
1/2/2026,Electricity,Site Power,Processing,Milling,QLD,kWh,Budget,Budget|Site Power|Milling,7892400.0,Site electricity
1/2/2026,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,567453.0,Ore Milled
1/2/2026,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,625000.0,BRW Non-Beneficiated Ore - HG
1/2/2026,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,731.1683,Cyanide
1/2/2026,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0255,Lime
1/2/2026,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1306.815,Lime
1/2/2026,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,33.54,Soda ash
1/2/2026,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,12619.0,Gold Recovered
1/2/2026,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,11814.0,Gold Sold
1/2/2026,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,541.7081,Grinding Media
1/2/2026,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,0.8504,Tyres
1/2/2026,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.063,Tyres
1/2/2026,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,15.0239,Tyres
1/2/2027,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,846168.174,Explosives
1/2/2027,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,39.43266,Acetylene gas
1/2/2027,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,4.341971626,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,1.152067283,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.006545837,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,174.95919,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.162304128,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.872080125,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,0.812728022,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,64.29457985,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1806.905926,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.23107264,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,284.677473,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,5.23951019,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Milling,QLD,kL,Budget,Budget|Diesel|Milling,3.364560135,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,135.0909839,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,42.17482675,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.387032921,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
1/2/2027,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,144.2313908,Diesel - Stationary
1/2/2027,Combustion,Diesel,Utilities,Site Power Generation,QLD,kL,Budget,Budget|Diesel|Site Power Generation,2211.49782,Diesel - Power generation
1/2/2027,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.47784,LPG - Cylinders
1/2/2027,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,225.30156,LPG - Bulk liquid
1/2/2027,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,77.46437999999999,Engine oil
1/2/2027,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1348.0,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,247440.63,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,18571.06,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,12973612.04,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,386715.4,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,31174.41,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,147995.71,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3914.23,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,56406.98,Grid electricity
1/2/2027,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,51115.57,Grid electricity
1/2/2027,Electricity,Site Power,Processing,Milling,QLD,kWh,Budget,Budget|Site Power|Milling,7892400.0,Site electricity
1/2/2027,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,567453.0,Ore Milled
1/2/2027,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1208333.33,BRW Non-Beneficiated Ore - HG
1/2/2027,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1413.592,Cyanide
1/2/2027,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0493,Lime
1/2/2027,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2526.509,Lime
1/2/2027,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,64.84,Soda ash
1/2/2027,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,12619.0,Gold Recovered
1/2/2027,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,11814.0,Gold Sold
1/2/2027,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1047.3022,Grinding Media
1/2/2027,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.6441,Tyres
1/2/2027,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.0552,Tyres
1/2/2027,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,29.0462,Tyres
1/2/2028,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,1114607.738,Explosives
1/2/2028,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,51.94338,Acetylene gas
1/2/2028,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,5.722499154,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,1.153037037,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.009939974,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,230.4586235,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.161112257,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.872699722,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.068793616,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,84.69076083,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,2380.125451,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.22873622,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,374.9906936,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,5.24088695,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Milling,QLD,kL,Budget,Budget|Diesel|Milling,3.359711367,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,177.9541371,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,42.17531162,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.388564855,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
1/2/2028,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,189.9891986,Diesel - Stationary
1/2/2028,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,44.23278,Diesel - Stationary
1/2/2028,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.62988,LPG - Cylinders
1/2/2028,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,225.30156,LPG - Bulk liquid
1/2/2028,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,102.0297,Engine oil
1/2/2028,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1348.0,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,247440.63,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,18571.06,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,20866012.04,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,386715.4,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,31174.41,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,147995.71,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3914.23,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,56406.98,Grid electricity
1/2/2028,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,51115.57,Grid electricity
1/2/2028,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,567453.0,Ore Milled
1/2/2028,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1591666.67,BRW Non-Beneficiated Ore - HG
1/2/2028,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1862.0419,Cyanide
1/2/2028,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.065,Lime
1/2/2028,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3328.0222,Lime
1/2/2028,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,85.41,Soda ash
1/2/2028,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,12619.0,Gold Recovered
1/2/2028,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,11814.0,Gold Sold
1/2/2028,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1379.5498,Grinding Media
1/2/2028,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.1657,Tyres
1/2/2028,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.7071,Tyres
1/2/2028,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,38.2608,Tyres
1/2/2029,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,1161292.8741,Explosives
1/2/2029,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,54.11538,Acetylene gas
1/2/2029,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,5.967441079,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,1.154214687,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.009538964,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,240.1115704,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.16073572,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.871402894,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.113328559,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,88.23128834,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,2479.8169,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.23107845,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,390.7003914,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,5.240591013,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Milling,QLD,kL,Budget,Budget|Diesel|Milling,3.362484935,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,185.402605,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,42.17176141,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.388191927,Diesel - Stationary
1/2/2029,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,197.9498179,Diesel - Stationary
1/2/2029,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,44.23278,Diesel - Stationary
1/2/2029,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.66246,LPG - Cylinders
1/2/2029,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,225.30156,LPG - Bulk liquid
1/2/2029,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,106.30854,Engine oil
1/2/2029,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1348.0,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,247440.63,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,18571.06,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,20866012.04,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,386715.4,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Operations Administration,QLD,kWh,Budget,Budget|Grid Power|Operations Administration,31174.41,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,147995.71,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Stuart Office,QLD,kWh,Budget,Budget|Grid Power|Stuart Office,3914.23,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,56406.98,Grid electricity
1/2/2029,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,51115.57,Grid electricity
1/2/2029,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,567453.0,Ore Milled
1/2/2029,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1658333.33,BRW Non-Beneficiated Ore - HG
1/2/2029,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1940.0331,Cyanide
1/2/2029,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0677,Lime
1/2/2029,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3467.4158,Lime
1/2/2029,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,88.99,Soda ash
1/2/2029,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,12619.0,Gold Recovered
1/2/2029,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,11814.0,Gold Sold
1/2/2029,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1437.332,Grinding Media
1/2/2029,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.2564,Tyres
1/2/2029,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.8205,Tyres
1/2/2029,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,39.8634,Tyres
1/2/2030,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,682770.1836,Explosives
1/2/2030,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,31.8198,Acetylene gas
1/2/2030,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,3.506978368,Diesel - Stationary
1/2/2030,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,1.152235621,Diesel - Stationary
1/2/2030,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.008114335,Diesel - Stationary
1/2/2030,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,141.1697959,Diesel - Stationary
